text,label,source
The washing dishes thing was specially designed by a female psychologist to her stressed husband.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"6 ways to reduce stress and anxiety 1. Washing Dishes Me god, I wish mom shouldn't see this cus she'll make me wash dishes the whole day then",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Reframing stress as a challenge instead of an enemy is such a powerful mindset shift. I'm going to start practicing this today!,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
meditation changed my life 3 and a half years ago. thank you so much for mentioning the scientific study behind this!,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Im stressed out everyday. I cant sleep everyday. I feel like Im drowning.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
About washing dishes I would be more anxious because of my ocd diagnosed,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
When someone pays attention non stop drinking smoking working ECT could be stressful cure stress today,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I attended my XII board exam with lots of stress and anxiety..my right hands were shivering to such an extent that I had to hold it using left hand during writing...I had sleepless nights, crying a lot because of helplessness as in my mind I had this thought that I won't pass or I don't have capability to pass science exams..my confidence was so low then .. more over there was a case by tuition teacher who touched me inappropriately...I am not sure whether it was pen or his fingers..I was so shocked everytime ..I didn't tell anyone even to my parents...I had this frustration too along with that..I cried during vacation like hell because of depression..it affected my health too... some how I passed with 75 then I made a decision to challenge myself.. that's how I joined for bank exam coaching like my challenge was to get a job by getting rid of exam fear.. even though I didn't become a bank employee.. even now I have made a decision to get job after clearing exam.. that's my new dream",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
How does one do this with the state of the world as it is. I feel like much of my stresses are things out of my control anymore,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Planet Ayurvedas Stress Support is formulated to help manage anxiety and reduce stress levels effectively.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Just downloaded Streffie because I heard it helps with stress awareness.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I'm 15 yrs old and my routine is ruined completely like i sleep at morning and wakes at midday, not getting a deep sleep isleeps just for 4,5 hrs and feels fatigue an tiredd at this early age im having body pains and low bp alsooo this anxiety is not fixingg! I alwayss wanted to cryy and overthink about people who doesn't care at all ughh I'm tired rytt noww...ntg is happening",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Im here after not turning an assignment in on time but not because of me, but because of Canvas because it wouldnt turn the files I put in. I reached out to my professor but Im so anxious Im gunna fail, but Im easing from it from this video. I hope he understands.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Dishwashing is garbage it does not help you focus it bs, Id rather throw them in the trash its meaningless.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Washing dishes just makes me feel worse Stupid sensory sensitivity I dont have anyone to cuddlehold hands with Ive got scoliosis, so my posture is bad by default Cant really beat the challenge of anxiety when the thing Im anxious about is 100 out of my control Meditating just makes me more anxious Anxiety gives me insomnia Starting to wonder if my anxiety is just undefeatable",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
When I get anxious I get nauseous and throwing up is my biggest fear,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Struggling with stress and insomnia? NEUROGENIE CAPSULES helped me get proper sleep and feel calmer. The natural ingredients are incredible, and its free from harmful additives. Totally worth trying.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Looking for effective treatments for stress and anxiety? Planet Ayurveda has the best products for calming and balancing your mind! StressFree AyurvedicHealing,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
i know thank's in you'r movie's i like that and for me shi is good for my stressing me now..,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Take control of your stress with Stress Support from Planet Ayurveda. A natural way to stay focused and calm while studying.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"For the Men and I if I have a stress full just get out the house drive look a round at country side or go fishing , at lease I stop stress for one day at the moment, that my Idea, but when I come home every thing are come back, I feel like I don't want to come back home at all, what should I do? .",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Every time I wash dishes it makes me more anxious because when I put soap on a plate I am scared that it will not get washed off completely so I put it under water longer but I have a thought of what if I don't see it and then my family will get soap in their food so it takes me at least a 1 hour to wash dishes and then I am worried that I used too much water. Now even thinking about washing dishes makes me feel anxious and like I will be stuck there for a long time.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
ty fir this video me and my mum always get into fight because stress and anger im the one with stress and anger I think ill try going to bed and a good time and doing daily dishes I don't think ill ever use my dish washer after watching this video thank you,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I cant do other tasks if i need to revise for the test im worried about tomorrow,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I have been suffer from anxiety stress depress from last 2 yrs .. Still im suffering it destroy me everything everyday. Plss god i want to live in a happy life...,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I have came here because my school put this on my school assignment,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I hate washing dishes, definitely not a stress reducing activity for me. It is my most hated chore. Let me clean toilets instead.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Guys i hope we all get through this stress together,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
6 Erm I'm watching this bc i can't sleep bc how anxious I am?,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Oops past my bed time but I take long naps. When youre semi retired theres no rush,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
i have a huge test tom i didnt study for and now im stressted im gonna fail...,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I have undiagnosed OCD which makes dishes stressful for me which is the reason I let my parents do the dishes. When I do the dishes I waste too much water and spend 35 hours on dishes that my parents and sibling would finish under 2030 minutes.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I get stressed just by hearing the word STRESS.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Im stress i know i got so many thing on exam wrong,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Stress Support Capsules have been essential in improving my overall mental wellbeing.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Do this tips help with all types of stress and triggers for stress?,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I think I have high anxiety and stress bc I can't even go outside bc of it,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I feel like 2 might help me less because ussually when im stressed it helps me when alone with myself,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I JUST WOKE UP BECAUSE IM STRESSED. ITS CURRENTLY 0111 am IN BRITAIN AND IM SCARED IM SCARED I DONT WANT TO DIE BUT I DONT WANT TO LIVE LIKE THIS. PLEASE SOMEONE HELP ME.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
washing dishes gives me more stress,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I feel like you right now, it's late, I can't sleep, and I know nothing about the test I have tomorrow wich if fail I fail a whole semester of maths, I just feel like dying would be better, I hope you are feeling even better bc this is hell and no human should be in here ever",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
not me watching these while having stress becoz of my study HAHAHAHA,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Im 16 and havnt been able to get to sleep due to stress and cant sleep due to self tightness do anyone have any remedies,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"My Class 10th result is tomorrow. I am extremely anxious, wish me luck!!",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
You don't have an idea how much i needed this i am currently so stressed i cried while holding a plush with an anti stress toy school is killing me i have 2 dictations 2 exams h.w i really needed this I cry alone because my parents brush it off and say it's nothing your overreacting it's so hurtful because they don't understand me,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Crying can help too, if your stressed and something happened to take a toll on your mental health crying can actually help in some cases. It makes me a feel a little bit better after even if its for a few minutes",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
you would have felt so overwhelmingly stressed that you may not turn in your assignments on time me I feel stressed BECAUSE I didnt turn in my assignments,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
viewing stress as a challenge to tackle is an amazing idea for people who love to develop themselves. brilliant idea!!!!,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
It was stressful and anxiety and overwhelmed but all that matters is that I kept on trying,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Ive been really stressed the past few days Im feeling dizzy, I am shaking a lot, i feel really afraid, I have bad thoughts in my mind like im going crazy, I randomly cry for no reason, im scared.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Brahmi Vati by Planet Ayurveda is very effective in reducing stress and anxiety. It also promotes concentration power and boosts the memory.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Pets are even better. When I am dead I hope someone cared for them. My pets can sense when my heart, physical and metaphorical, my pets will lay on my chest huddle on my heart, and give hugs. If my head hurts or ears or mouth , they will sniff that area and rub their head, or touch with their noses. I immediately begin to fill better. We are both suffering from sleep deprived and stress.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"How to cure stress wash the dishes Brought to you by my mom Jk loved the video, fascinating ideas",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Not sure why But I am stressed about one small thing or worry about it for example I looked up What are signs of cats dieing And My cat Has a few of those signs but she is in perfect heath and she is 4 years old When I think of those tiny little things I become over whelmbed And I get myself to a point where I am mentally unstable where I am balling my eyes out And I think of those things like they are big I worry about things often for no resson,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"This is the problem I am having to face nearly ever day. It stinks Got to try eliminate stress, anxiety, feeling overwhelemed doesnt help either. Going through hell n back at the mo. Doesnt help apart from a bag of wine gums. Oopsie",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Im 13 and I stress every single day, theres one t time where fainted cuz of how stressed I was. It really destroys me. Aswell as i have anxiety and OCD Im a very depressed person. Thank you for this video itll help!",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Along with these remedies you can take Planet Ayurveda's Stress Support Capsules for better results,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I was literally washing my dishes while watching your videos and I agree, it does reduce stress!",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Timestamps 046 washing dishes 147 cuddles 316 posture stress challenge 419meditate 519Go to bed on time Edit hope this is useful ! Also here is another tip to say bye to stress think positive, listen to positive, and watch positive act positive ! Bye beautifuls or handsomes",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Bro washing dishes gives me stress,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I had a camping and also a competition next week and it stressed me the heck out,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
i cant sleep im so stressed,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Stress, anxiety, and depression are caused when we are living to please others. Paulo Coelho",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
My key to dealing with stress is simple just stay cool and stay focused. Ashton Eaton,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
my friend sent me this after a bad day at school had to read to the class but ending up just crying because social anxiety is amazing,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Stress makes my hair itch so badly i thought it was anything else but my hair it healthy just because of stress it itches mostly at night when im trying to get sleep,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Just not my normal routine,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
iiiif I wake up at 6am then to sleep 10 hours of full sleep I need to go sleep at 8pm?! Its not possible my school ends at 8.15pm,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
New session started and I am getting bombarted with assignment and even if I do them I forget to submit them and I basically lost extra edits,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
ok imma stop you there. im here to figure out how to decrease stress and washing dishes is one of the things that stress me the most rn... im out XD,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I forgot to do my math homework and I only have 27 minutes left before class then I started overthinking then blame myself for forgetting such important homework, I'm doomed",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I think this would kind of help because Im always thinking about what would happen to me if I die so that basically stressRes me,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Who to hug, when the loved one is causing the stress and anxiety? I got divorce papers by mail this morning. And my dog does not like to cuddle, it gets too hot",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I reduce my anxiety and stress,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Oh hey, its late as hell, I wont get enough sleep, stress oh no now Im to stressed to sleep I need to do something to stop being stressed round loop.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
If your stressed drink water trust me its refreshing Yet it may not work all the time,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Thats why weed is legal or B stress pills,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I want to view my stress as challenges, get more sleep, more hugs, and do more dishes! Great help .",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
math stress true,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Wednesday TwentySecond of February Two Thousand And TwentyThree. 16.33pm. Dear SirMadam. Goodafternoon. How are you? I trust you are well. Is it true, we all need a bit of stress? I, have been told numerous times, that we do. But now, think this advice, is incorrect. A life, should have 'no' stress. I believe that! What are your, thoughts? Yours Faithfully. Mr Francesca Al Kray.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"7. Write stuff down. If something emotional is stressing you out, write down your thoughts in a journal. If its work, writing down your work will help you manage it, such as by breaking down work into manageable tasks.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I don't know why but when ever I feel upset or negative cleaning in general really helps me focus all my negative emotions on the cleaning task and once I finish the task I feel a little better,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Dishwashing stresses out my bf,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Washing dishes used to be non stressful, but now my parents give me 30 minuets to get each chore done. Thirty minuets to wash dishes and 30 to put them up, 30 mins to do cat box, trash, on days I need to clean bathroom or room 30 min for that. If I dont then I have to stand 15 minuets in the corner, and the 15's pile up so like if it take me an hour to clean my room then I would stand in the corner of 30 minuets.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Thing about meditation sounds good to me I usually do workouts or drawing to stress relief,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Im just stressed,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Washing dishes is one of my stress reasons,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I have had so much stress that I have only gotten 34 hours of sleep for months now that my hairline have been receding my hairline, it also has no like to red spots. What should I do?",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Hey, uh, is it normal that everything in this video just made me incredibly stressed out and nothing else?",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Video Go to bed on time. Me, watching this at 259 AM, not even feeling slightly tired, knowing full and well i have a math test first thing in the morning Interesting.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"the video sure is great , but very focused on people who dont have sensory issues, the thought of feeling everything while washing disches makes me wanna rip my hands off ngl",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Bro I have like 6 assignments I havent done this year,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
This is exactly what i needed to hear. Im really stressed these days and these tips are speaking to me directly! Im changing my routine asap!,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"This lady's voice is perfect for these self help videos...calming. Some are so shrill and shouty I feel stressed trying to listen to them, Until I found this lady..",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"ahhh, i have so much stress just because of my phone, i always think if i accidentally drop my phone, its gonna break and i wont be able to ever get my data back because there is so much important stuff on it!, any suggestions on what i should do to release stress for that?, im so stressed..",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"because of my heart disease i often feel anxious and it's rly tiring bc i try to improve and fail and it makes me worry a lot even if the thing i failed at was small it has such big meaning to me and it makes my heart feel very heavy. This video was very helpful, thank you",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Yes I wash dishes all day and all night! Five ten fifteen minutes here and there it keeps them going I dont stress about not getting them all donethey are always there,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I am suffering from Anxiety and for that I am taking Stress support capsules of planet ayurveda. They are very good and effective. I am feeling very much relaxed,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
540 I have school I can't sleep,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Thank you for this I just had a school shooting scareit wasnt actually one but at the moment I thought it was and an earthquake in 2 days,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Do you have any videos related to financial stress?,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
thank you soo much I have been practicing for a bigggg performence and I was super stressed because I kept messing up but after I watched the video I was relieved of stress,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"i have maths exam today and last time i didnt prepare well and got the worst in class and this time i tried but its not getting done cause of the lengthy portions and like many people put high hopes for me because i said ill try, i always feel like puking and breath so hard. what is this? stress?",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I'm doing an assignment due tomorrow and I'm trying to calm down,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
i have exams tomorrow i m stressing so much i still have 19 hours left,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"go to bed on timeoh... i can't do it, my mind is still working... overthinking",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
051 lol fun fact not only washing dishes helps reduce stress but the same for other chores so I guess us kids that have so many chores to do are less stressed,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
but why do i feel like throwing up while having a fear of it and my knees feel so tired to move,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Thanks lot Its really helping me with my huge srtress before exams,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Thank you Psych2Go for the videos, I moved to a different school and their environment is too different from what I've been. Everynight, I'm so stress because of assignment due date that I couldn't even sleep. Everyday I wake up and going to school just to think to my self about should I talk to them and how it would fail. Now that I watched your videos, I had found new friends and do my homework on time, you deserve a subscribe.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
good ways to deal with stress!i prefer hugs,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"When it comes to getting stressed because of what someone said, I have a useful tip When something goes through your ear, let it out on the other end.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I Am stressed because I have no time for sleep,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Am stress cuse am gonna to late but if i go than am to,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Hair loss for almost one year, decided to eliminate stress Worst part I'm 17",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I would LOVEEE to do this but the sad part is I don't have time to do this bcs I have so many things to do for school I literally never get rest.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Thanks for the tips, I feel like school has been overwhelming me lately, so thank you.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I think If I start meditatining I would start to stress out over the fact, that I haven't meditated yet.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"stress? anxious? overwhelmed? yes, yes and yes.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Anyone please help with thisI feel anxious almost all day,mainly when its dark.It all started with a fandom.As usual I was scrolling on YouTube then found something called The Backrooms. Although I didnt think much of it at first it.But it started catching up to me.I have been anxious all day and I was googling over and over if The Backrooms was real or not.My parents help with this a bit but I still need more answers.Ive seen a lot of videos and they mainly say get rid of the things that trigger it and then Im like Me?! Getting rid of night time and the color yellow?! What if a person outside wears a yellow shirt? Am I supposed to take it off?! If anyone knows a solution to this please reply.Im desperate for solutions.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"If I ever hug someone when I feel stressed, I'd be crying instantly. I don't actually know how to communicate my feelings so I don't want to cry in front of anyone. I don't want to talk about the reasons why I'm crying and knowing the people around me, they'd be asking for sure. I just badly want even one person to allow me to cry and hug without asking so much because I'm the type that won't give up and have quite a simple coping mechanism and so, making me know that you're worried about me is enough then if I ever want to ask or talk about something, I'd likely do so but if not, maybe I will pass any certain struggle on my own with help of God.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Nice video. One more suggestion . In life there are only 2 problemsmind and the body. Be careful what you feed your mind. Avoid comparing yourself with others, reduce watching negative social media and avoid constipation as it affects the mind instantly. Your breathing is closely related to the brain mind and gives relief from stressanxiety. For a relaxed mind observe the sensations of your incomingoutgoing breath at the entrance of the nostrils for 101520 minutes or more. You can sit or lay down on the bedNo deep breathing. Dont fight your thoughts. With practice the mind will relax. Keep a reminder to observe your breath sensations throughout the day and night anywhere anytime before sleep, at work, at home, when travelling etc with eyes open or closed. One more tip is to sit on a chair without moving, be still and observe your breath for a few minutes. Stillness reduces thoughts and brings quick relief. Like me make breath observing a lifetime habit to have a better life. Best wishesCounsellor.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I am so unsettled right now. I feel anxious for no reason, well I spent my entire day on screens. and my productivity is gone. My mom just came into my room and got mad at me because I had food and cups lying around. I hate myself. I want to rip out all my hair and clean my room because my mind is all jumbled. I can feel my skin and my neck is hot. my teeth hurt and my mouth is sore from my. braces. I can feel dust particles in between my toes. EVERYTHING IS IRRITATING ME! Pls help me. I'm too scared to take a shower and I want to talk to someone. Especially because the last kdrama episode I watched had suicide themes that left me unsettled. This may seem like a joke but I don't know how to express my feelings. I have tennis practice tomorrow and I hate tennis so much. It gives me so much stress. I also have church. and I find it really boring. plus, since church is far I have to sit in a car for 40 minutes. I hate my life rn. especially since school is coming up and I feel really dumb and all my friends are really smart. I want to work out and have a put together life, but it feels like the opposite. pls help.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"When you're too anxious of your future and career, where do you go? I just want to cry",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Overthinking all the times,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
When Im stressed which is most of the time my anger just gets worse,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Step 1 would stress me out because I'd focus on that grease that refuses to wash away,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I just got really bads marks on the examsespecially that fcking maths so I'm pressured to study but at the same time I have a group dance performance at 15 August and I'm left behind on steps since I was busy in regional level chess selection competition from my school so now I have to catch on the steps and learn the next steps reallyyy fast since we only have 15 days left and we only done 1 min till now56min song ig and good news that I got selected on regional level chess competition that's gonna be held on 3rd week of August i guess and I need to practice aaaaa lotttt cuz I never participated on region level stuffs before...!!and I have exam on September gotta focus on school as well. And I also got a slogan competition on 7 August. I been sleep deprived from 2 weeks because of exams I'm so exhausted. As someone who struggles with anxiety even doing the simple tasks can make me stressed. Plus I'm 13 yo so....,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Nome of these help me. I have NO friends or someone I really like to get cuddles or hugs, plus washing dishes stress me out, good posture? Please. I'm in bed",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Thankyou for your advice, I was really stressed and now I feel much calmer. The breathing tip is very helpful Stay blessed",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Why are all your videos revolve around college student lifestyle. Stress can affect people who are all types of age. housewives, husbands, single parents, etc etc. but when you provide videos about college life and assignments its very difficult to connect to the video. For example if its a full time housewive washing dishes must be an already annoying irritating household chore.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Focus on the warm water. Me holy shit it's freezing,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
The hugging one it explains so much I a few months ago I go hurtIm fine know I got a mild concussion which scared me and then we went on a trip to a place that even if I wasnt already anxious would have made me nervous but I found that snuggling with my mom Im going into high school realy helped it didnt work with my dad and my sister hates cuddles but that actually really works,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"I realized now that i had this stress over 5 year now recently it really starting hitting me, it feels like everything came to attack my mind constantly it was hard to face it and now that i found this video i think i can face ot thank you",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Don't eat something heavy in calories close to bedtime, and don't drink alcohol",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Yea as someone who does dishes everyday does not help get my stress down.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Yes I'm here cause I'm cubic hair is stress,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
To relief your stress Watch Eckhart Tolle and Sadhguru videos !,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I cant believe i fell this low to search on youtube how to release fucki stress!,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
I can't get enough sleep cuz I have practice till 10 pm and I get home by 11 pm and get to sleep after like 1115 and then I have to wake up at 6 am to go to school it's basically impossible,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"The video was so well put together! I felt less stressful just after watching for a couple of seconds, the animations and the calming voice made me feel a lot better",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
To fix stress..walk away from those in a hurry!!..and fast talkers and those who talk talk talk..beware these control freaks who repeat themselves as a broken skipping record,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Reframe stress as a video game on hard mode.,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
All your videos are always good advice it's great ! I precisely have a friend who's often anxious for a reason she doesn't know herself. I'm gonna share this video with her and hope it will help her. and in the same occasion I will subscribe to your channel haha ! Thanks Phycho ! You're awesome !,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Every time I go to school and get off the bus my stomach starts to hurt out of nowhere and that happens because I have to walk into the lunch room in the morning and it makes me feel like everyone is looking at me even though theyre not,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"Very well explained on stress, Basically stress is a main reason for many diseases like hypertension, diabetes, heart related problems etc. To get safe relief from stress I would recommend herbal medications from Planet Ayurveda. These herbal medicines have no side effects and are free from chemicals.",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
Im going the dentist tomorrow and im going with my uncle who im not really close w AND ITS STRESSING ME OUT,Medium,https://www.youtube.com/watch?v=o18I23HCQtE
"1. Mindful dish washing 2. Cuddling, hugging, holding hands 3. Upright good posture 4. Reframe stressful event as a challenge or opportunity to grow 5. Meditate mindful focus, start from 10min to 1h 6. Go to bed on time",Medium,https://www.youtube.com/watch?v=o18I23HCQtE
