text,label,source
It's literally me these days(actually always lol)... My boards will Start on February... And my pre-board started from today...tomorrow i have a exam of language and grammar... I'm procrastinating.. I'm having anxiety attacks...i can't even focus on a Single word...It's like i'm even forgetting all the things i have learned before..i'm srsly going crazy...idk what shitt i will write tomorrow...,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"That’s what I have been doing…it’s like I can get a relatively good study guide but then I’m like what if I study all this stuff and I didn’t even have to know it, then I look at all the material, get overwhelmed, and then try to distract myself but it just makes it worse…",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Damn i cried reading all this because im going through same damn thing,i lost half my hair due to stress from exam and studying and college",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
I am currently training to join the police force. But the anxiety of the exam made me fail my blood pressure test every time. It can reach as high as 170! While my blood pressure is somewhere between 110-125 most of the time.,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
Man I did so bad with paper 1 and now I'm having exam stress and anxiety for paper 2,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"9 days before the start of my exams, I locked myself for the the past two months, I don't remember the last time I got outside, I it's okay until now, the anxiety is slowly killing me, literally. 
I can only study for like 4 hours and then I get tension headache, no matter what I do it won't go away and when I try to force myself to study it only get worse, I can only pray that what I've accomplished for the past two months won't be a waste.",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
My anxiety was so bad that I started throwing up,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
It's One month before my final exams I'm stressed now what would happen to me the night before the exam... Only GOD knows..,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"I have 3 days only,and a huge syllabus to cover. I can't focus,I feel like hell.. Panic seize me thinking what will happen if I fail.. I feel like to die...",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
What if i marry ..... will it reduce stress in my life,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
On 23 may its going to be my exam and  I am in  so much stress including that I have OCD that makes me  to think more stressful but still I do alot of hardwork in last exam I got 90% and before that got 92%,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
Watching this video is so ironic because the exam I am anxious about is neuroanatomy. It only worsens my state lol bye🥲,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
Hahahaha losers I don’t get stressed,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Night before the exam and I’m feeling overwhelmingly stressed and nervous, praying to God helps me be more confident at the time of taking the test.",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
Is there any way for me to reduce exam stress because I'm always dealing with this kind of problem?,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"deep breathing, socializing, good sleep, exercise, MAKE STRESS UR ENERGY AND OVERCOME EXTRA STRESS.",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Now, l am watching as well as reading the comments, tomorrow l have an exam actually l was feeling great 2 days ago;however, now l am stressed wish me luck for tomorrow",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
I have exam tommorow and i have been trying soooo harddddd to keep myself calm and now i have found myself taking anti stress gummies because i can't finf any other way and sleep gummies too.,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"@elonakizzalberti7627 I’m actually doing good thanks for asking , I ended up passing the exam I was stressed about and now I am getting better at taking exams and not fear them so much anymore, what about you?",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
@Mina_c  I did actually but I got very sick with the flu afterwards because my immune system went down for the stress I felt and my defenses weren’t able to contain the virus and that’s why got sick but I’m getting better now stress is not good for the immune system,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"I still got 6 days wish me luck 
I don't have much left but I'm panicking",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
I know I have studied. I've literally been studying everyday but whenever the exam season comes I feel like I don't deserve good marks and that I have not prepared  but I don't wanna feel this way anymore. I wanna give exams without feeling anxious and having panic attacks. What do I doo??,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Exam tomorrow, i was chill until today, now i m super stressed not able to focus and i forgot everything",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
Hello. I work for a Mental Health Support Team in the NHS. Could I please have permission to use this in an assembly I am making on managing exam stress? Thank you,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
I studied so well for my exams .. and yet this is the night right before exams .. and Iam panicking .. and my anxiety is suffocating me,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Still remember the conference on pressure & performance leading the best, worst & average case scenarios. Too  less or too much with both have a negative impact which remains universally true for anything ! From anxiety to stress, too less, you'd rather be a couch potato & missout the deadlines , exams & regret late, too much pressure, you aren't about to turn into a diamond  if no one told you so ! People get a kick from pressure, stress & anxiety until it's healthy and don't lead to self harm ! It's also true for smoking drinking, drug abuse & alcohol. Too much will destroy you! completely sober is'nt everyone's cup of tea & who are you kidding, everyone deserves a little fun in life !  
Also true for work & life management & achieving the perfect balance increasing productivity, efficiency boosting creativity & innovation ! 

Too much art could cause burnouts, too much dancing makes your body stiff & tou loose the fun element ! It's universally true for most, exceptions remain who can handle it well or get a kick from it. I count myself out of those exceptions !",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Tomorrow is my exam and I am stress too but it want help  
Work hard, do your best, leave the rest to God",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
It is okay to feel anxious remember you worked for it and you deserve good. Scores ;),High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Exactly,  I've been studying all day for more than 5-7 hours, maybe even more.  Yet when i near the exam im panicking and i can't remember anything",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"I feel bad for everyone going through this rn! I slowly getting better , turns out there were stuff in my life causing this stress, what Iam trying to say here the problem is probably not from u! Something in ur life can play a huge part. Please be careful and hope u all do well our exams. I get ur pain …",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
Omg yes my grades for math are so bad even tho studied so well but for this test that i have today i will not stress hopefully wish me luck,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
@S4BR1N4M1SK4S  it’s ok you’ll do just fine !! Believe in what you’ve studied . And if u haven’t studied well there is a bunch of tutorials online or ask a friend.. just DONT PANIC .. and everything will go well I promise!,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"this is so cool, i am no longer stressed thank you 
WORMS WORMS WORMS WORMS WORMS WORMS WORMS WORMS WORMS",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Thanks for the vid. Another good source is the book ""30 Days to Reduce Stress"" by Harper Daniels.",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"I actually have more fear that i wont be able to sleep for exam than actual stress about the exam. For all my exams since childhood, ive slept for 1-2 hrs due to severe anxiety, ive done well. Dont worry. Have to stay calm in the exam centre, that's the key",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"same, i have an exam tomorrow and it's my first time having an anxiety attack like this, my hands are shaking, i can't breathe properly, my heart is beating so fast, my head is spinning and i feel like vomitting

and i'm not able to study
i feel like running away from it all",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"@bekindfellowhuman  Relax and don't stress too much. Calm yourself by saying things like it's going to be alright. You got this, don't worry, deviate your mind and go to sleep. Good luck for your exam",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"Everything was going well but suddenly I feel stressed and hungry but I don’t feel like eating and I just can’t concentrate on studying, i’m breaking down",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
"I dont have exam estress. I have exam results estress and anxiety.
Literally i can have a heart attack at any moment.
Specially when its an important exam. Days before the results I cant eat properly or sleep. So yes,im going nuts",High,https://www.youtube.com/watch?v=-RZ86OB9hw4
@amukbir8777  how you don't have anxiety when yous study omg,High,https://www.youtube.com/watch?v=-RZ86OB9hw4
I’ve had anxiety attack when I was on a ski lift.. absolutely brutal,High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I needed this. I’m 27 and I haven’t left my house since I was 18 years old. Next time I feel anxiety kicking in, I’ll tolerate it instead of trying to push it away and interrogating my every thought",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"That's one way to do it, I suppose. But tell any person suffering from anxiety to sit with their anxiety and all you'll see is their anxiety escalate. I, too, am a psychotherapist and I also don't care much for coping skills. But my approach is to teach patients to challenge the lie their amygdala tells them. You feel anxious when you buy into the lie, but if you learn to challenge it with the truth, your body no longer gets activated with anxiety. You can learn the technique and why it works to eliminate anxiety in my book Deleting Anxiety.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
As an anxious by nature over thinker..best answer for me is getting out or away from my own thoughts...talking to someone...looking outward...listening to something through my earbuds...anything not alone with my thoughts. Also..intentional thinking..choosing what to think about,High,https://www.youtube.com/watch?v=ds9pEAB72kI
"My amygdala is called Derek. Derek can be a bit of a drama llama at times, but he has kept me safe for 60 years and I'm grateful for his work. When I have anxiety I sit Derek down and we have a chat in my pre-frontal cortex where we decide together if the threat is real and whether his SNS response or PSNS response is the most valid. We consciously learn together, ready for the next time this threat occurs. Then we go and have a piece of cake or a small glass of wine together. Sounds ridiculous, but we don't care, it works for me.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I'm my own worst critic, I don't need anyone to berate me, I do a great job of that myself. Its exhausting being anxious all the time, it a vicious cycle... I get anxious, I develop symptoms, I worry about the symptoms... rinse and repeat. I've also tried many of the so called ""self help"" methods, nothing really works for the long term. Maybe I'll practice being anxious for awhile.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"First you put some videos of real people, that probably were okay or maybe even good, together in one pot with very bad videos - that's not kind. A bit cheap.
Then.... I get it: humor is very good. Seriously. But after one minute you make a joke out of panic attacks, funnily recommending them.

Didn't like that.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I go back & forth between severe and debilitating anxiety. Don't know how to deal with it. Every waking hour feels like I'm in heII. Can't sleep. The rare times that I can fall asleep...it's not usually a restful sleep. I wake up every 20-30 minutes. I may be able to go 45-1hour...but that is rare. I may get 1-2 hours some nights. A good night is 3-4 hours (but that's the exception). Sometimes I'm getting zero sleep. I usually feel like a zombie during the day and have trouble functioning.

Never tried therapy. Didn't think it could work. I am running out of options. I have reached my limit with coping. Coping can't fix it. Desperate for relief. I figure... a change in the triggers would help a little....but I have no control over those things. I have limited options.

If anyone has used therapy...what was the experience. Did it work for you?",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"5am on youtube here, perpetual state of anxiety",High,https://www.youtube.com/watch?v=ds9pEAB72kI
great speech! Showing signs of stress when speaking and absolutely nailing it!,High,https://www.youtube.com/watch?v=ds9pEAB72kI
This  guy is good really explains true feelings of anxiety,High,https://www.youtube.com/watch?v=ds9pEAB72kI
"If you want to follow Jesus find a salvation prayer online and start to read the New Testament.
You don't need a church or a priest to find Jesus as He is with us all 24/7.
Find somewhere quiet and talk to Him.
Ask for forgiveness of your sins, we all fall short of the Glory of God !
If you have problems or addictions, fear, anxiety, depression, suicidal thoughts ask Jesus now for help and He will help you out of your difficulties !
Jesus did the most incredible thing we could ever ask for...
He sacrificed Himself on the cross for our sins and rose again on the 3rd day to give us eternal life !
When Jesus forgives, you will receive the Holy Spirit ( born again ) which is a physical experience of love and joy.
Now when that happens you will see a change in your life and now you belong to God our Father !",High,https://www.youtube.com/watch?v=ds9pEAB72kI
He discussed anxiety but he didn’t discuss ending it,High,https://www.youtube.com/watch?v=ds9pEAB72kI
"Stay strong, after 20 years of panic attacks the only thing that works is knowing your having it , know it's and knowing it's going to pass",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"My anxiety and severe insomnia alert 14 months of GLP1 Munjaro , stay away from it people ... better to have extra 40 pounds and be able to sleep  and not have insomnia for 8  weeks and no work , iritation and constantly looking for an answer ...",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"Last year I was diagnosed with really bad depression and anxiety disorder 
Now I’m feeling better, meds helped me a lot, now I’m slowly taking less meds and it scared me af, thank you for sharing this… I cried, and now I know I can do this",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I think what he meant was that the more you try to stop anxiety alltogether from happening the more you have of it. Being willfully ready to tolerate not feeling amazing all the time is the first step to tolerating it well. The moral of the story is you can't stop being anxious, Only change your attitude toward the anxiety itself. If everytime you feel anxious you sound a fire alarm then you are just training yourself to be more anxious.

  When I got my first panic attack my sister told me I couldnt let myself catch a fear of them or I would be stuck with it. So I spent the next few weeks after leaning into the feeling, Holding myself and telling myself I love me and that I'm not afraid. I would get up from whatever I was doing and sit in a corner breathing heavy tipping the point between fight or flight and crying. I told myself if I have one, I have one Im tired of running from them. ""MaGiCaLlY"" I don't suffer from them anymore. There is a term used as a shorthand for this idea its ""What you resist will persist"". Most of humankinds suffering comes from trying to change whats natural.  If you're looking for advice I have some tips. 

1. Dont beat yourself up at anypoint.
2. Lean in. (face the source of anxiety with love and attention)

I wish you and everyone here luck in their journeys.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
I'm surprised he didn't discuss how addiction is almost always a result of trying to avoid extremely uncomfortable anxiety and pain.,High,https://www.youtube.com/watch?v=ds9pEAB72kI
I'm writing this in hopes I can help somebody feel better . I think thinking logically about what it is that causing your anxiety  and then ignoring it helps a lot . I found the more Ignored what it was that was causing my anxiety the better I felt . The key is to not think about it and do things that help you relax whatever that may be so then your mind can become quieter and your not thinking about it .,High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I really don't get that. He's still a little bit concerned he could throw up on the stage, good for him he's still talking on the stage, so he overcame it. But... What's the point then? Just do things while being anxious - we all do it, one way or another. So if anxiety makes me miserable i still have no choice other than do things miserably? If i didn't get it, please explain if you did",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"The number one way to get better with an anxiety condition is to stop fearing the symptoms. The anxiety symptoms are 100% normal and safe when you're in this high anxiety state. The second way to calm anxiety is to not let it stop what you do each day. If your anxiety is elevated, go do your errands anyway. Go to work anyway. Go on that date anyway. Doing this builds your confidence that you can live your life, even when anxious and will calm the symptoms down rapdily.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
I’ve had panic attacks and anxiety for 10 years now and this is the most sensible video I’ve seen about it!,High,https://www.youtube.com/watch?v=ds9pEAB72kI
"Amygdala-ectomy no but seriously, I feel so heard and seen. This was so helpful. I suffer from chronic anxiety every day panic attacks a few times a week constant state of hypervigilance every day. It’s exhausting and most of the time when these symptoms come on and I cry because I’m so exhausted by feeling it like you said it’s so well it’s the fear of feeling these things again and waiting for them to come back.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"My frist panic attack was during my oet reading part a I couldn’t resist escape and run away from the exam hall
Still i am struggling to figure out what happened",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I fell into the trap that experiencing a feeling shouldn't be tolerated. again. from around 2013 to 2021 I'd lived a miserable life, riddled with anxiety. despite the Klonopin, despite the Xanax, despite the Valium. all antidepressant classes — SSRIs, TCAs, SARIs (I didn't even remember these exist), Atypical (yes, Wellbutrin), SNRIs I'm not sure, maybe briefly. I got so desperate I convinced my psychiatrist at the time to prescribe me THE MAOI: Parnate. and, yes, I'd still take 70mg of Vyvanse daily as well, because what use was not to be miserable, paralyzed with anxiety and/or in a panic state if I couldn't produce? study, work, play, hold a painfully empty conversation with people I didn't care for and who didn't care for me? surprisingly enough, my breaking point was financial. anyone who's ever heard of it, certainly is trying to understand how I can possibly not have suffered with or even died of serotonin toxicity. I did suffer with it, more than once, as one would expect, but I believe the high dosages of benzodiazepines simply kept me from having a stroke or something. of course that's not sustainable, and getting to that point was only possible due to a series of unfortunate (although well intentioned) personal and professional mistakes. so I gave up on any treatment altogether. I'll never claim to have the answers or advice anyone to do as I did (I'm absolutely certain there are infinitely better, healthier and safer ways to do it), but my guess is my brain found itself so depleted of any stimulus it couldn't even make me anxious anymore — after some nightmarish episodes of benzos withdrawal, of course. then one day my friends convinced me to exercise again. a few weeks later I decided to seek professional help again. I was working and living again. until about the end of 2024, when I had the first anxiety attack in so long I didn't recognize what it was. then in 2025 I was still in denial, thinking it was anything but the obvious answer. I didn't wanna touch tranquilizers or sleeping pills again, of course. but it's not possible to live as if you're in imminent life threatening danger every other day. now I'm trying to allow myself to feel again. everything. and trying to convince myself it's okay. and it's what being alive feels like.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
By doing it while anxious with out trying to stop it completely letting the worst happen over time the amygdala clocks on that there is no danger because your not avoiding your trying to fix the feeling your just allowing it and carry on willfully tolerating it so over time it settles down hope this helps as someone who has spoken to Josh a few times and followed his therapy model trust me it works,High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I fear a panic attack before im about to leave the house to go to work or go to the store. There might be no reason why, it just happens, even after a week of good sleep, eating healthy, and exercise. The heavy weight of my chest and breathing feeling takes over my mind.
Ive tried splashing my body with cold water, pouring hot sauce down my throat, jumping jacks, anything to stop the panic from coming.
I dont want other people to see me breathing weird or pacing. 
This video is very helpful. thank you. i pray that anyone who deals with this can get through this.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
My caffine addiction has me in an anxiety state.,High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I've had serious anxiety issues since 2013, I only learned how to actually deal with them after becoming homeless and taking it upon myself to look out for my group.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"I had a bad experience when I was representing a topic on my higher secondary school due to these anxiety.  My hands started to sweat a lot,my heart starts beating super fast and feels like it is about to explode.when I started the seminar my voice started to cracks and it sounds like I am crying and it trembling  oh I feel so embarrassed infront of the whole class. And now still I don't know how to stop it?",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"whats up with the caption?: ""This talk only represents the speaker's personal views and understanding of anxiety, which may be stigmatizing to viewers with anxiety disorders. We've flagged this talk because it falls outside the content guidelines TED gives TEDx organizers.""

Seriously?",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"Damn ""You are the coping Technique""  Great Personality and speech man.. He uncover  the core issues when  a person Devolopes anxiety disorders even OCD Devolopes when you starts believing that Anxiety itself is a threat... And then cycle goes on. The solution is Anxiety is an overwhelming feeling it needs to accepted not give it meant to be resist to smooth the it. First drop your desire to calm your Anxiety when you feel panic attack or anxious. 2nd gently try to accept the feeling and taking deep breaths itself  make Anxiety go away by it's own.",High,https://www.youtube.com/watch?v=ds9pEAB72kI
"Been there too brother, actually had that happen to me as well today. I think also what we eat influences our ""anxiety""",High,https://www.youtube.com/watch?v=ds9pEAB72kI
61 yr old mom here to twin 33 yr old sons. Am suffering hellacious anxiety chest pain from my son's tossing me to the curb. I made the mistake of putting them before myself always & forever until this past year. Many life lessons being learned.  You are a rare son,High,https://www.youtube.com/watch?v=ds9pEAB72kI
